Account,Opportunity_ID,Sales_Agent,Deal_Stage,Product,Created_Date,Close_Date,Close_Value
Fasehatice,93OFIHMF,James Ascencio,Won,GTX Plus Pro,10/4/17,12/5/17,4527
dambase,9E7VMZ1J,Jonathan Berthelot,Lost,GTX Basic,10/4/17,12/23/17,0
Scottech,BUNGSHKB,Jonathan Berthelot,Lost,GTXPro,10/4/17,10/15/17,0
Inity,MK2YTCZN,Jonathan Berthelot,Won,MG Special,10/4/17,10/6/17,58
J-Texon,MZTB3C70,Kary Hendrixson,Lost,GTX Basic,10/4/17,11/17/17,0
Rantouch,LHG76MIU,Markita Hansen,Won,MG Special,10/4/17,12/3/17,62
Blackzim,SGAJAIP9,Maureen Marcano,Won,GTXPro,10/4/17,12/20/17,5026
Nam-zim,UZ9SEIZ9,Vicki Laflamme,Lost,MG Special,10/4/17,10/13/17,0
Y-corporation,KDY5FEUO,Vicki Laflamme,Won,GTX Basic,10/4/17,12/20/17,496
Gogozoom,1L68AC0E,Wilburn Farren,In Progress,GTXPro,10/4/17,,
Plusstrip,ZRMZJVWK,Zane Levy,Won,GTXPro,10/4/17,12/28/17,5491
Hottechi,JAG873Y3,Anna Snelling,Lost,MG Special,10/5/17,10/12/17,0
Stanredtax,WQTR95J3,Cecily Lampkin,Won,GTX Basic,10/5/17,10/11/17,622
Zotware,1FHY3UGF,Corliss Cosme,Lost,GTXPro,10/5/17,10/13/17,0
Rangreen,B9KFRY53,Darcel Schlecht,Won,GTX Plus Basic,10/5/17,10/10/17,1132
Condax,ZRCY8P4P,Darcel Schlecht,Won,GTX Plus Pro,10/5/17,12/14/17,5422
Inity,M3RME16Q,Darcel Schlecht,Won,GTXPro,10/5/17,10/14/17,5170
Stanredtax,YPRHMUIB,Darcel Schlecht,Won,GTXPro,10/5/17,12/22/17,5009
Zathunicon,HM4ZINFJ,Donn Cantrell,Lost,MG Advanced,10/5/17,10/10/17,0
,06C1N1F7,Elease Gluck,In Progress,MG Special,10/5/17,,
Konex,6WIQG92N,Elease Gluck,Lost,GTK 500,10/5/17,10/18/17,0
Acme Corporation,3JMB4J8E,Garret Kinder,Won,GTX Plus Pro,10/5/17,10/7/17,5331
Scotfind,FTZ4VYH4,Hayden Neloms,Lost,MG Advanced,10/5/17,12/13/17,0
Groovestreet,GEJKKFOL,James Ascencio,Lost,GTX Basic,10/5/17,10/10/17,0
Labdrill,UYWQ5N0R,James Ascencio,Lost,GTXPro,10/5/17,11/23/17,0
Hatfan,NDAFT4KV,James Ascencio,Won,GTX Plus Basic,10/5/17,10/18/17,1132
Blackzim,BO1GBSM0,James Ascencio,Won,GTX Plus Pro,10/5/17,10/11/17,5004
Inity,FSVEMKSG,Jonathan Berthelot,Won,GTX Basic,10/5/17,10/10/17,556
Gogozoom,V0XQVHQV,Jonathan Berthelot,Won,MG Special,10/5/17,10/12/17,53
Finjob,TFZMFOH9,Kami Bicknell,Won,GTXPro,10/5/17,11/24/17,4362
,VVE9HGLD,Kary Hendrixson,In Progress,GTXPro,10/5/17,,
Warephase,8T9ANK4E,Marty Freudenburg,Won,GTX Basic,10/5/17,12/24/17,550
Stanredtax,76WXMI88,Moses Frase,Won,MG Special,10/5/17,12/28/17,50
Dontechi,ZH8XR8YT,Niesha Huffines,Lost,GTX Plus Basic,10/5/17,10/13/17,0
Dontechi,PR9HQKA7,Niesha Huffines,Lost,GTX Plus Basic,10/5/17,10/15/17,0
Funholding,NMHDWGNT,Niesha Huffines,Lost,GTXPro,10/5/17,10/15/17,0
Gekko & Co,WX3CPDYD,Reed Clapper,Won,GTXPro,10/5/17,12/31/17,4651
Umbrella Corporation,3DF5FIAM,Reed Clapper,Won,MG Advanced,10/5/17,12/17/17,3285
Faxquote,018KKT5I,Rosalina Dieter,Lost,GTX Basic,10/5/17,10/11/17,0
Umbrella Corporation,9AOPLD0O,Rosie Papadopoulos,Won,MG Advanced,10/5/17,10/11/17,3002
Betatech,J54XWY0O,Versie Hillebrand,Lost,GTX Basic,10/5/17,10/16/17,0
Conecom,FJEL0TDN,Versie Hillebrand,Won,MG Special,10/5/17,10/7/17,58
Zoomit,I5JTM3EK,Vicki Laflamme,Lost,MG Special,10/5/17,10/8/17,0
Doncon,3Q5R6HAY,Vicki Laflamme,Won,MG Advanced,10/5/17,10/8/17,3435
Xx-holding,VOEOU1U6,Zane Levy,Lost,MG Special,10/5/17,10/7/17,0
Funholding,52IHI8JD,Anna Snelling,Lost,MG Special,10/6/17,11/24/17,0
Ron-tech,7QPQ40X9,Anna Snelling,Lost,MG Advanced,10/6/17,10/8/17,0
Konex,KFZ37330,Boris Faz,Won,GTX Basic,10/6/17,12/14/17,492
Xx-zobam,T64JVA4T,Boris Faz,Won,GTXPro,10/6/17,10/7/17,4401
Zathunicon,Y5C1Q7UR,Cassey Cress,Won,MG Special,10/6/17,12/26/17,50
Bubba Gump,VN0XOAB6,Cassey Cress,Won,MG Advanced,10/6/17,11/12/17,3333
Donware,MVZG0BSG,Corliss Cosme,Won,GTX Plus Basic,10/6/17,10/16/17,1095
,JIEO87ZV,Daniell Hammack,In Progress,MG Advanced,10/6/17,,
dambase,EM1W738H,Darcel Schlecht,Won,GTX Plus Pro,10/6/17,11/22/17,5595
Finhigh,13WLN2MJ,Darcel Schlecht,Won,GTXPro,10/6/17,10/8/17,4461
Yearin,M4NNI01I,Donn Cantrell,Lost,GTX Plus Basic,10/6/17,10/16/17,0
,MIA65OVY,Elease Gluck,In Progress,MG Special,10/6/17,,
Streethex,U3FTUG3T,Gladys Colclough,Won,GTX Basic,10/6/17,11/20/17,415
Stanredtax,RS13M1ZP,Gladys Colclough,Won,MG Advanced,10/6/17,10/8/17,3212
Groovestreet,10B65ZN9,James Ascencio,Won,GTX Basic,10/6/17,12/31/17,457
Condax,V4YBVSJ4,Jonathan Berthelot,Lost,GTX Plus Basic,10/6/17,10/17/17,0
Codehow,LVMPJ8JN,Jonathan Berthelot,Won,GTX Basic,10/6/17,12/31/17,546
Statholdings,OV0LOPAA,Lajuana Vencill,Lost,GTX Plus Basic,10/6/17,10/12/17,0
Globex Corporation,0ISX53T3,Lajuana Vencill,Won,GTX Basic,10/6/17,12/21/17,453
Hatfan,KL8PCQXC,Markita Hansen,Lost,GTXPro,10/6/17,10/15/17,0
dambase,Q4KZSJ6Q,Moses Frase,Won,GTX Basic,10/6/17,10/7/17,510
Gogozoom,1IABHXOP,Moses Frase,Won,GTX Basic,10/6/17,10/14/17,552
Zencorporation,2RE0MZGV,Reed Clapper,Won,MG Advanced,10/6/17,10/7/17,3203
The New York Inquirer,JLKLRCFZ,Rosie Papadopoulos,Won,GTX Plus Pro,10/6/17,10/14/17,6228
dambase,2X9KWWCP,Versie Hillebrand,Won,MG Special,10/6/17,10/11/17,59
Mathtouch,IF2BUC3Q,Wilburn Farren,Lost,GTXPro,10/6/17,10/8/17,0
Condax,GU4HXZ55,Zane Levy,Won,GTX Plus Basic,10/6/17,12/23/17,1129
Streethex,JQK0EF45,Anna Snelling,Won,GTX Plus Pro,10/7/17,10/13/17,5349
Umbrella Corporation,YUUD6GIT,Boris Faz,Won,GTX Plus Basic,10/7/17,11/19/17,1148
Zotware,FBDZ4LCK,Cassey Cress,Lost,GTX Basic,10/7/17,10/8/17,0
Toughzap,SQMPV6L6,Cecily Lampkin,Won,MG Special,10/7/17,10/19/17,52
Finhigh,N9ZBEJFI,Cecily Lampkin,Won,MG Advanced,10/7/17,12/28/17,3253
Gekko & Co,EKXXH9IK,Daniell Hammack,Won,GTX Plus Basic,10/7/17,11/4/17,1267
Initech,OC6ZMTK5,Daniell Hammack,Won,GTX Plus Basic,10/7/17,10/13/17,1096
Hottechi,M57LZE5F,Darcel Schlecht,Lost,MG Advanced,10/7/17,12/23/17,0
Genco Pura Olive Oil Company,1XO519P4,Darcel Schlecht,Won,MG Special,10/7/17,12/30/17,54
Green-Plus,UBWO7HIV,Hayden Neloms,Won,MG Advanced,10/7/17,12/13/17,3293
Rundofase,00X8VEYH,Jonathan Berthelot,Won,GTXPro,10/7/17,12/22/17,4404
Zumgoity,ZJ11PBUV,Jonathan Berthelot,Won,GTXPro,10/7/17,10/9/17,5212
Plexzap,GJX7YGIF,Kami Bicknell,Lost,GTX Basic,10/7/17,11/25/17,0
Dalttechnology,MF6S92GQ,Kary Hendrixson,Won,GTX Basic,10/7/17,12/8/17,488
Globex Corporation,KTZDTM8W,Lajuana Vencill,Won,GTX Basic,10/7/17,10/13/17,594
Singletechno,SH0S5N6U,Markita Hansen,Won,GTX Basic,10/7/17,12/30/17,464
Cheers,M3306MKK,Markita Hansen,Won,MG Special,10/7/17,12/13/17,53
Finhigh,5H27L6YI,Marty Freudenburg,Lost,GTX Plus Basic,10/7/17,10/15/17,0
Streethex,FCEJCRKY,Marty Freudenburg,Won,GTX Basic,10/7/17,10/8/17,661
Genco Pura Olive Oil Company,FTVBHHFC,Marty Freudenburg,Won,GTX Plus Basic,10/7/17,10/14/17,1240
Isdom,CXE6ORIJ,Marty Freudenburg,Won,MG Advanced,10/7/17,12/20/17,2763
Condax,QFIEJY21,Maureen Marcano,Won,GTX Basic,10/7/17,12/5/17,610
Hatfan,4OUTIJAR,Maureen Marcano,Won,MG Special,10/7/17,12/14/17,59
Rangreen,R19OP4QL,Moses Frase,Won,GTX Basic,10/7/17,10/19/17,577
Kan-code,UU7QH2WX,Rosalina Dieter,Lost,MG Special,10/7/17,10/15/17,0
Finjob,O7WVUMZ5,Vicki Laflamme,Won,GTX Plus Basic,10/7/17,10/9/17,1139
Treequote,NRMFYPAD,Anna Snelling,Won,GTX Plus Pro,10/8/17,12/30/17,6038
Umbrella Corporation,63HMAJCZ,Boris Faz,Won,GTXPro,10/8/17,10/14/17,4605
Konex,MR49QBLO,Boris Faz,Won,MG Advanced,10/8/17,11/21/17,3264
Betasoloin,V7C6RT5S,Cassey Cress,Won,MG Advanced,10/8/17,10/17/17,3472
Rangreen,G1POINXI,Cecily Lampkin,Won,GTX Plus Basic,10/8/17,10/15/17,1186
Zotware,S181FZ0Y,Corliss Cosme,Lost,GTX Basic,10/8/17,10/16/17,0
Sumace,5J7T0GZU,Daniell Hammack,Won,GTXPro,10/8/17,12/14/17,4964
Domzoom,0IAJNXTD,Darcel Schlecht,Lost,MG Special,10/8/17,10/10/17,0
Massive Dynamic,RMQME3N0,Donn Cantrell,Lost,GTX Plus Basic,10/8/17,11/21/17,0
Vehement Capital Partners,G8C3GRPO,Garret Kinder,Won,MG Advanced,10/8/17,10/20/17,2812
Globex Corporation,IY3U40F8,Gladys Colclough,Lost,GTX Plus Basic,10/8/17,10/14/17,0
Toughzap,OZFSBIDF,Gladys Colclough,Lost,GTXPro,10/8/17,10/9/17,0
Blackzim,IEJHIQYI,Hayden Neloms,Won,MG Advanced,10/8/17,12/22/17,3517
dambase,6SQHVC0S,Jonathan Berthelot,Lost,GTXPro,10/8/17,12/26/17,0
,L9EVLHSJ,Kami Bicknell,In Progress,GTX Plus Basic,10/8/17,,
Sunnamplex,DIGZWVHI,Kami Bicknell,Lost,GTX Basic,10/8/17,10/9/17,0
Xx-holding,1ZT4IROS,Kami Bicknell,Won,GTX Basic,10/8/17,10/10/17,608
Fasehatice,60QEB2FZ,Kary Hendrixson,Won,GTX Plus Pro,10/8/17,10/16/17,4989
Newex,2PX317QP,Kary Hendrixson,Won,GTXPro,10/8/17,11/23/17,4780
,O691ZXXH,Markita Hansen,In Progress,MG Special,10/8/17,,
Blackzim,2T0GMDKK,Markita Hansen,Lost,GTX Plus Basic,10/8/17,10/10/17,0
Labdrill,ZK6HTTBB,Markita Hansen,Lost,MG Special,10/8/17,10/14/17,0
Zoomit,V74YPMJ4,Rosalina Dieter,Lost,MG Special,10/8/17,10/20/17,0
Newex,8ZIX3LAF,Vicki Laflamme,Won,MG Advanced,10/8/17,10/9/17,3023
,QDBJOE9M,Zane Levy,In Progress,MG Special,10/8/17,,
Conecom,IVMMNSJB,Anna Snelling,Lost,GTX Plus Pro,10/9/17,10/17/17,0
Ron-tech,H9M21153,Anna Snelling,Won,MG Advanced,10/9/17,10/20/17,3100
Donquadtech,JV0KXH4X,Boris Faz,Won,GTX Plus Pro,10/9/17,12/30/17,6406
Kinnamplus,V9UM2K16,Corliss Cosme,Won,GTX Plus Pro,10/9/17,10/15/17,5711
,ZEYGDEBG,Daniell Hammack,In Progress,GTXPro,10/9/17,,
Ontomedia,SRV6TQ2E,Daniell Hammack,Won,MG Special,10/9/17,10/18/17,58
Statholdings,94GJ7WZV,Darcel Schlecht,Lost,GTXPro,10/9/17,10/10/17,0
Zotware,B24YQ6LA,Garret Kinder,Won,GTX Basic,10/9/17,10/10/17,552
The New York Inquirer,RYELEM60,Garret Kinder,Won,MG Advanced,10/9/17,10/20/17,3215
Konmatfix,RL26ZS8F,Gladys Colclough,Lost,GTX Basic,10/9/17,11/27/17,0
Finjob,JKIAA2TF,James Ascencio,Won,GTX Plus Basic,10/9/17,11/23/17,1112
Stanredtax,HTK2UHC8,Jonathan Berthelot,Lost,GTX Basic,10/9/17,10/21/17,0
Warephase,SPRK2YOB,Jonathan Berthelot,Won,GTX Plus Basic,10/9/17,11/25/17,1190
Finjob,8F7VHV02,Kami Bicknell,Won,GTX Basic,10/9/17,12/22/17,446
Konex,7FGVY6GK,Kami Bicknell,Won,GTX Basic,10/9/17,10/10/17,565
Singletechno,6IZZL97A,Kary Hendrixson,Lost,GTX Basic,10/9/17,10/18/17,0
,0HUWQWOJ,Markita Hansen,In Progress,MG Special,10/9/17,,
Singletechno,C35YI5NJ,Markita Hansen,Won,GTXPro,10/9/17,12/25/17,4753
Genco Pura Olive Oil Company,6U30UYDT,Marty Freudenburg,Lost,GTX Plus Basic,10/9/17,11/30/17,0
Sunnamplex,ZXOHD0KE,Maureen Marcano,Lost,GTX Basic,10/9/17,10/19/17,0
Statholdings,77Q6KD0O,Niesha Huffines,Lost,GTX Basic,10/9/17,10/21/17,0
Stanredtax,JIH6P53I,Niesha Huffines,Won,GTX Plus Basic,10/9/17,10/10/17,1129
Sunnamplex,WKTVP5WY,Rosalina Dieter,Won,MG Special,10/9/17,10/10/17,56
Singletechno,10N0ZBYO,Rosalina Dieter,Won,MG Advanced,10/9/17,10/11/17,3435
Rangreen,IUVAUQ6I,Versie Hillebrand,Won,MG Advanced,10/9/17,10/14/17,3860
Yearin,YH5L64AP,Violet Mclelland,Lost,MG Special,10/9/17,12/23/17,0
Hottechi,A71ENBVA,Zane Levy,Lost,GTX Basic,10/9/17,10/17/17,0
Condax,4X8WU71C,Zane Levy,Lost,MG Advanced,10/9/17,10/11/17,0
Y-corporation,03H4RXBI,Zane Levy,Won,GTX Basic,10/9/17,12/17/17,482
Codehow,MQVOQZL7,Anna Snelling,Lost,MG Special,10/10/17,10/19/17,0
Gogozoom,OHD4TPKZ,Anna Snelling,Won,GTX Plus Basic,10/10/17,10/11/17,1166
Kinnamplus,V4PVZC5L,Boris Faz,Lost,MG Special,10/10/17,10/18/17,0
Kan-code,9G85W8XE,Corliss Cosme,Lost,GTX Plus Basic,10/10/17,10/15/17,0
Yearin,S6DXPVLA,Daniell Hammack,Lost,GTX Plus Basic,10/10/17,11/13/17,0
Zencorporation,MKI4TLUN,Daniell Hammack,Won,GTXPro,10/10/17,12/18/17,5112
Toughzap,H41YA4SB,Darcel Schlecht,Lost,GTX Plus Basic,10/10/17,12/26/17,0
Warephase,MW4MSIWW,Darcel Schlecht,Lost,GTXPro,10/10/17,10/14/17,0
Lexiqvolax,XSQOEHEA,Hayden Neloms,Lost,MG Advanced,10/10/17,10/15/17,0
Treequote,GQT2DFWZ,Jonathan Berthelot,Won,MG Advanced,10/10/17,10/20/17,3892
Dalttechnology,IQ9GMTBR,Kami Bicknell,Won,GTX Basic,10/10/17,10/11/17,473
Groovestreet,ZR8H455M,Kary Hendrixson,Lost,GTX Basic,10/10/17,10/14/17,0
Scotfind,3F2EMUQ7,Kary Hendrixson,Lost,GTX Plus Basic,10/10/17,10/11/17,0
Faxquote,VB26KWQ6,Kary Hendrixson,Won,GTX Basic,10/10/17,11/20/17,511
Hottechi,7J1UD7ZW,Kary Hendrixson,Won,GTX Basic,10/10/17,10/12/17,509
Labdrill,VR6NO9FA,Kary Hendrixson,Won,GTX Basic,10/10/17,10/22/17,528
Sunnamplex,O8QGRK5P,Kary Hendrixson,Won,GTX Basic,10/10/17,10/14/17,549
Rundofase,BOD1GBJU,Lajuana Vencill,Lost,GTX Basic,10/10/17,12/25/17,0
Gogozoom,TN3IRRND,Lajuana Vencill,Lost,MG Special,10/10/17,10/19/17,0
Scottech,PR224V1P,Marty Freudenburg,Lost,GTX Basic,10/10/17,10/19/17,0
Globex Corporation,60RDU2SZ,Marty Freudenburg,Won,MG Advanced,10/10/17,10/17/17,3578
dambase,X2I316HD,Moses Frase,Won,GTX Basic,10/10/17,12/29/17,523
Zencorporation,K5DNNWYT,Rosie Papadopoulos,Won,GTXPro,10/10/17,10/11/17,4575
Plusstrip,941E65Z7,Vicki Laflamme,Won,GTXPro,10/10/17,10/12/17,4552
Konex,77UHLYMA,Zane Levy,Lost,GTX Basic,10/10/17,10/11/17,0
Blackzim,VR1XYM23,Zane Levy,Won,GTX Basic,10/10/17,12/23/17,551
Faxquote,TQ6BTW2Z,Zane Levy,Won,GTX Basic,10/10/17,10/18/17,545
Y-corporation,IVSOSC0E,Zane Levy,Won,GTX Plus Basic,10/10/17,10/15/17,1134
Statholdings,KI4LTBV6,Anna Snelling,Lost,MG Advanced,10/11/17,10/13/17,0
Scottech,4VZ0JIVZ,Anna Snelling,Won,MG Advanced,10/11/17,10/16/17,3434
Condax,FNCXBWHQ,Boris Faz,Won,GTX Basic,10/11/17,12/27/17,505
Ganjaflex,Q306R9K4,Boris Faz,Won,GTX Plus Basic,10/11/17,10/21/17,1066
Zathunicon,KHRY7J40,Cassey Cress,Won,GTX Basic,10/11/17,11/12/17,580
Initech,AP9MLRZJ,Corliss Cosme,Won,GTXPro,10/11/17,12/20/17,4501
Globex Corporation,46JP2TQB,Darcel Schlecht,Lost,GTX Plus Basic,10/11/17,10/19/17,0
Rundofase,W48N7MRO,Darcel Schlecht,Lost,GTX Plus Pro,10/11/17,10/13/17,0
Treequote,X4LSK4OE,Darcel Schlecht,Won,GTX Plus Pro,10/11/17,11/3/17,6182
Bubba Gump,M1ZZYSTB,Donn Cantrell,Won,GTXPro,10/11/17,10/12/17,4763
Gekko & Co,0UOIGVEO,Donn Cantrell,Won,MG Advanced,10/11/17,10/20/17,3024
Ganjaflex,AK9OXW30,Garret Kinder,Lost,MG Special,10/11/17,10/12/17,0
Green-Plus,CFGYG1EC,James Ascencio,Lost,GTX Basic,10/11/17,10/13/17,0
Goodsilron,TS3P4VMD,James Ascencio,Won,GTX Plus Pro,10/11/17,10/19/17,6751
Goodsilron,8PEB9FHX,James Ascencio,Won,MG Special,10/11/17,10/18/17,54
Stanredtax,V1YT1LP1,Jonathan Berthelot,Won,GTX Basic,10/11/17,12/25/17,592
Cancity,DTIZX4YN,Jonathan Berthelot,Won,GTX Plus Basic,10/11/17,10/22/17,969
Dalttechnology,KMBY0IGV,Kami Bicknell,Won,MG Special,10/11/17,10/12/17,48
Konex,XULGG5K8,Kary Hendrixson,Lost,GTX Basic,10/11/17,10/13/17,0
Labdrill,KP8ZZ3Y6,Kary Hendrixson,Lost,GTX Plus Basic,10/11/17,12/23/17,0
Hatfan,SBF5S7LF,Kary Hendrixson,Won,GTX Plus Pro,10/11/17,10/21/17,6555
Treequote,YIA65LM2,Lajuana Vencill,Lost,MG Advanced,10/11/17,10/19/17,0
,8SLDCS0F,Markita Hansen,In Progress,MG Special,10/11/17,,
Bioholding,TVBY6CND,Marty Freudenburg,Won,GTX Plus Pro,10/11/17,12/15/17,5271
Zoomit,OHOWVHYX,Rosalina Dieter,In Progress,MG Advanced,10/11/17,,
Kan-code,EC9H6XHB,Rosie Papadopoulos,Lost,MG Special,10/11/17,11/22/17,0
Yearin,47QKNXLO,Rosie Papadopoulos,Won,GTX Basic,10/11/17,12/10/17,472
Cancity,VW2PJALW,Versie Hillebrand,Won,GTX Plus Pro,10/11/17,11/29/17,5211
Y-corporation,GVLIYD9A,Vicki Laflamme,Won,GTX Basic,10/11/17,12/11/17,430
Silis,F761DF0M,Zane Levy,In Progress,GTX Basic,10/11/17,,
Fasehatice,II1GOQWL,Zane Levy,Lost,GTX Basic,10/11/17,10/20/17,0
Singletechno,4P5BOQB5,Zane Levy,Won,GTXPro,10/11/17,12/22/17,4545
Umbrella Corporation,QYYOVTHC,Boris Faz,Lost,GTX Plus Basic,10/12/17,10/19/17,0
,4O3EPWFR,Corliss Cosme,In Progress,GTX Plus Basic,10/12/17,,
Zumgoity,AADN7F5T,Darcel Schlecht,Lost,MG Special,10/12/17,10/17/17,0
Ron-tech,U8CWFFRH,Jonathan Berthelot,Lost,MG Advanced,10/12/17,10/13/17,0
Scottech,35HVN8Q3,Jonathan Berthelot,Won,GTX Basic,10/12/17,10/21/17,528
Conecom,PNNZM0OZ,Jonathan Berthelot,Won,GTXPro,10/12/17,12/28/17,5064
Conecom,UYZQCWAC,Jonathan Berthelot,Won,MG Advanced,10/12/17,12/6/17,3203
Scotfind,K0YFUK4X,Kami Bicknell,Won,GTX Basic,10/12/17,11/2/17,549
Dalttechnology,TUL0TZSR,Kary Hendrixson,Won,GTX Basic,10/12/17,10/23/17,594
Globex Corporation,LS2A22IA,Lajuana Vencill,Lost,GTX Basic,10/12/17,10/21/17,0
Globex Corporation,L5K0S1U3,Lajuana Vencill,Lost,GTX Basic,10/12/17,10/22/17,0
Labdrill,82LY53FE,Markita Hansen,Won,GTX Basic,10/12/17,11/1/17,529
Fasehatice,XRJTRP20,Maureen Marcano,Won,GTXPro,10/12/17,10/17/17,4505
Finhigh,D00FIU21,Moses Frase,Won,GTX Basic,10/12/17,12/11/17,457
Warephase,C48I5WD9,Moses Frase,Won,MG Advanced,10/12/17,10/13/17,3090
Zencorporation,HG0N3NJ4,Reed Clapper,Won,MG Special,10/12/17,10/14/17,53
Gekko & Co,5ZUKTSJV,Violet Mclelland,Won,GTX Plus Basic,10/12/17,10/17/17,1004
Hottechi,CD5B8P8U,Zane Levy,Lost,MG Advanced,10/12/17,10/19/17,0
J-Texon,MBYY3F5P,Zane Levy,Won,GTX Basic,10/12/17,10/21/17,696
Treequote,0V9YEQDU,Anna Snelling,Lost,MG Special,10/13/17,10/22/17,0
Opentech,76GEYK0T,Cassey Cress,Won,GTX Plus Basic,10/13/17,10/23/17,888
Warephase,0QUXNGR1,Cecily Lampkin,Lost,MG Advanced,10/13/17,10/18/17,0
Zathunicon,4N9E1F86,Corliss Cosme,Lost,GTX Plus Basic,10/13/17,10/20/17,0
Yearin,895XMROB,Corliss Cosme,Lost,GTX Plus Pro,10/13/17,11/21/17,0
Konex,LFMLZPA5,Daniell Hammack,Lost,GTXPro,10/13/17,10/22/17,0
Gogozoom,H54N095V,Darcel Schlecht,Won,GTXPro,10/13/17,10/24/17,4767
Hottechi,FQPECFYO,Darcel Schlecht,Won,GTXPro,10/13/17,12/20/17,4869
Ron-tech,933OT3AE,Darcel Schlecht,Won,MG Advanced,10/13/17,10/14/17,3475
Initech,5HDKACI4,Donn Cantrell,Lost,GTX Basic,10/13/17,10/15/17,0
Donware,GVEUKZ72,Donn Cantrell,Lost,MG Special,10/13/17,12/9/17,0
Kan-code,YHOVVBSP,Donn Cantrell,Lost,MG Advanced,10/13/17,12/10/17,0
Rantouch,ZN6HXJ5F,Hayden Neloms,Lost,GTX Plus Basic,10/13/17,10/20/17,0
Kan-code,3IQ19UZ2,Hayden Neloms,Won,MG Advanced,10/13/17,10/14/17,3250
Singletechno,R2CG5WED,James Ascencio,Lost,GTX Plus Pro,10/13/17,12/3/17,0
,QCBO7C6E,Kami Bicknell,In Progress,GTX Plus Basic,10/13/17,,
Hottechi,ORYORRQV,Kary Hendrixson,In Progress,GTX Basic,10/13/17,,
,NGG8O0JX,Markita Hansen,In Progress,GTX Basic,10/13/17,,
Nam-zim,GH0FU105,Markita Hansen,Lost,MG Advanced,10/13/17,10/18/17,0
Cheers,NDIZ18GW,Maureen Marcano,Lost,MG Advanced,10/13/17,10/25/17,0
Inity,BRIOGGKC,Moses Frase,Lost,MG Advanced,10/13/17,11/29/17,0
Rangreen,GZYL4SG1,Moses Frase,Won,GTX Plus Basic,10/13/17,10/26/17,978
Bubba Gump,7ZASHEBX,Reed Clapper,Won,MG Special,10/13/17,12/14/17,49
Stanredtax,WJ9JNMJ2,Versie Hillebrand,Won,MG Special,10/13/17,10/24/17,49
Xx-holding,N3OWNMD3,Vicki Laflamme,Lost,GTX Plus Pro,10/13/17,10/22/17,0
Hottechi,8U3LICIW,Vicki Laflamme,Won,GTX Basic,10/13/17,12/10/17,563
Umbrella Corporation,JALBPRSF,Violet Mclelland,Lost,GTX Plus Basic,10/13/17,10/21/17,0
Donware,0E1HHXGB,Violet Mclelland,Lost,MG Special,10/13/17,10/15/17,0
Zencorporation,MJXPSHYT,Violet Mclelland,Won,MG Special,10/13/17,10/24/17,53
Rangreen,AF8SULB0,Cecily Lampkin,Won,GTX Plus Basic,10/14/17,10/26/17,1168
The New York Inquirer,N8BM4XEP,Corliss Cosme,Won,GTX Basic,10/14/17,11/17/17,560
Gekko & Co,FZGBRGHF,Daniell Hammack,Lost,GTX Plus Basic,10/14/17,12/30/17,0
Stanredtax,36PET9WM,Darcel Schlecht,Lost,GTXPro,10/14/17,10/15/17,0
Bioholding,GRO3S3HV,Darcel Schlecht,Lost,MG Special,10/14/17,10/21/17,0
Dontechi,KG9R5M1Y,Darcel Schlecht,Won,GTXPro,10/14/17,10/18/17,4810
Donware,R0S5FZ1G,Donn Cantrell,Lost,MG Special,10/14/17,11/1/17,0
Silis,3W1Y39BY,Donn Cantrell,Won,GTXPro,10/14/17,10/24/17,4521
Opentech,G58GOO4N,Garret Kinder,Lost,GTX Basic,10/14/17,10/18/17,0
Donquadtech,JF0F2J5W,Garret Kinder,Lost,GTX Plus Basic,10/14/17,10/15/17,0
Hatfan,93AE6QM4,Hayden Neloms,Won,GTX Plus Basic,10/14/17,10/15/17,881
Finjob,0YM4VJDP,James Ascencio,Lost,GTX Basic,10/14/17,11/30/17,0
Conecom,ICD9OMSF,Jonathan Berthelot,Won,GTX Basic,10/14/17,10/22/17,472
Newex,IHJEX21Z,Kami Bicknell,Won,GTX Basic,10/14/17,12/3/17,562
Conecom,8JORJ1SS,Lajuana Vencill,Lost,GTX Basic,10/14/17,10/20/17,0
Toughzap,0NKINI7S,Lajuana Vencill,Won,MG Special,10/14/17,10/16/17,42
Streethex,QFLFLCD0,Marty Freudenburg,Lost,GTXPro,10/14/17,10/18/17,0
Dontechi,OB3OK8BQ,Marty Freudenburg,Won,GTX Basic,10/14/17,12/26/17,615
Ron-tech,5S3RN7H2,Niesha Huffines,Lost,GTX Plus Basic,10/14/17,12/31/17,0
Newex,6YCRJK5W,Rosalina Dieter,Lost,MG Advanced,10/14/17,10/23/17,0
Scottech,FDMK85GD,Versie Hillebrand,Won,MG Special,10/14/17,10/22/17,58
,DYYJW46L,Vicki Laflamme,In Progress,GTX Plus Pro,10/14/17,,
Green-Plus,EVKQXZV6,Vicki Laflamme,Lost,MG Special,10/14/17,11/1/17,0
Hatfan,IDO6PU1B,Zane Levy,Lost,GTX Plus Pro,10/14/17,10/23/17,0
Xx-holding,CYAL1N0B,Zane Levy,Won,GTXPro,10/14/17,10/15/17,4882
Isdom,9GSBUJMH,Anna Snelling,Lost,MG Special,10/15/17,10/24/17,0
Toughzap,XSTGL252,Cassey Cress,In Progress,GTXPro,10/15/17,,
Zotware,ECB42PGL,Cassey Cress,Lost,GTX Plus Pro,10/15/17,10/24/17,0
